Время;Температура охлаждающей жидкости (°C);Соотношение воздух/топливо;Положение дроссельной заслонки (%);Обороты двигателя (об/мин);Обороты холостого хода (об/мин);Желаемое положение регулятора холостого хода (шаг);Текущее положение регулятора ХХ (шаг);Коэффициент коррекции длительности впрыска топлива;Угол опережения зажигания (°ПКВ);Скорость автомобиля (км\ч);Напряжение бортсети (В);Желаемые обороты холостого хода (об\мин);Напряжение на датчике кислорода (В);Длительность импульса впрыска (мсек);Массовый расход воздуха (кг\ч);Цикловой расход воздуха (мг\такт);Часовой расход топлива (л\час);Путевой расход топлива (л\100км);Контрольная сумма ПЗУ (hех);Флаг готовности датчика кислорода;Флаг разрешения нагрева датчика кислорода;Флаг комплектации датчиком кислорода;Флаг комплектации адсорбером;Флаг комплектации клапаном рециркуляции;Флаг комплектации датчиком температуры воздуха;Флаг комплектации датчиком детонации;Флаг комплектации датчиком фазы;Флаг запрещения отсечки топлива;Флаг разрешения адаптации уставки холостого хода;Флаг комплектации потенциометром корректировки СО;Флаг разрешения адаптации нуля дросселя;Флаг разрешения асинхронной подачи топлива на пуске;Флаг разрешения постоянного хранения ошибок;Флаг комплектации датчиком скорости автомобиля;Флаг разрешения одновременного впрыска;Флаг разрешения асинхронного впрыска при ускорении;Флаг выключения двигателя;Флаг холостого хода;Флаг обогащения по мощности;Флаг блокировки подачи топлива;Флаг зоны регулирования по датчику кислорода;Флаг попадания в зону детонации;Флаг продувки адсорбера;Флаг сохранения результатов обучения по датчику кислорода;Флаг наличия холостого хода в прошлом цикле вычислений;Флаг разрешения блокировки выхода из режима холостого хода;Флаг попадания в зону детонации в прошлом цикле вычислений;Флаг продувки адсорбера в прошлом цикле вычислений;Флаг Обнаружена детонация;Флаг прошлого состояния датчика кислорода;Флаг текущего состояния датчика кислорода;Флаг Ошибка датчика синхронизации КВ;Флаг ошибка EEPROM;Флаг Ошибка нагревателя датчика кислорода;Флаг Ошибка датчика фазы;Флаг ошибка сброса процесора;Флаг ошибка ОЗУ;Флаг ошибка ПЗУ;Флаг Низкое бортовое напряжение;Флаг Низкий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Низкий уровень сигнала с кислородного датчика;Флаг Низкий уровень сигнала датчика положения дроссельной заслонки;Флаг Низкий уровень сигнала датчика массового расхода воздуха;Флаг Низкий уровень шума двигателя;Флаг Высокое бортовое напряжение;Флаг Высокий уровень сигнала с кислородного датчика;Флаг Высокий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Высокий уровень сигнала датчика положения дроссельной заслонки;Флаг Высокий уровень сигнала датчика массового расхода воздуха;Флаг Высокий уровень шума двигателя;Флаг Обрыв датчика детонации;Флаг Нет связи с иммобилайзером;Флаг Нет активности датчика кислорода;Флаг Нет отклика датчика кислорода при обеднении;Флаг Нет отклика датчика кислорода при обогащении;Флаг Ошибка датчика скорости;Флаг Ошибка регулятора холостого хода;АЦП канала датчика детонации (В);АЦП Датчик температуры охлаждающей жидкости (В);АЦП Датчик массового расхода воздуха (В);АЦП Бортовое напряжение (В);АЦП Датчик кислорода (В);АЦП Датчик положения дроссельной заслонки (В);Время (сек)
36.25;81;14.янв;2;920;910;36;36;1;15;0;13.85;900;0.801;05.апр;16.фев;110.2;01.июн;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;700.7
36.26;81;14.май;3;960;950;36;36;1;15;0;13.85;900;0.801;4.936;17.авг;125.3;янв.28;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;700.9
36.27;81;14.июл;3;1160;1150;36;36;1;18.май;0;13.85;900;0.801;4.848;18.фев;133.8;янв.62;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;701
36.28;81;14.июл;3;1240;1240;36;36;1;20;0;13.85;900;0.801;4.656;18.апр;130.8;янв.72;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;701.2
36.29;81;14.июл;3;1280;1270;37;37;1;20.май;0;13.85;900;0.801;4.496;18.июл;126.5;01.июл;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;701.3
36.3;81;14.июл;3;1240;1230;37;37;0.99;20;0;13.85;900;0.801;4.448;18.июл;125.5;янв.62;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;701.4
36.31;81;14.июл;3;1120;1140;37;37;0.99;18;0;13.85;900;0.82;4.496;18.сен;127.3;янв.48;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;701.6
36.32;81;14.июн;3;1040;1050;37;37;1;16;1;13.85;900;0.859;4.736;18.июн;133.3;янв.46;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;701.7
36.33;81;14.июн;3;1040;1050;37;37;1;16;1;13.85;900;0.859;4.736;18.июн;133.3;янв.46;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;702
36.34;81;14.июн;3;1040;1050;37;37;1;16;1;13.85;900;0.859;4.736;18.июн;133.3;янв.46;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;702.1
36.35;81;14.июн;3;1040;1050;37;37;1;16;1;13.85;900;0.859;4.736;18.июн;133.3;янв.46;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;702.6
36.36;81;14;0;920;930;42;42;1;11;3;13.85;900;0.781;4.128;12;107.8;01.авг;36.41;18;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;702.8
36.37;81;14;0;960;940;42;42;1;11;3;13.85;900;0.801;4.056;12.фев;105.7;01.дек;37.62;18;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;702.9
36.38;81;14;0;880;890;42;42;1;15;4;13.85;900;0.82;4.112;12;106.7;01.фев;25.94;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703
36.39;81;14;0;840;830;44;44;1;21;4;13.85;900;0.82;апр.32;12;113;01.апр;26.39;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703.2
36.4;81;14;0;840;850;45;45;1;19;4;13.85;900;0.82;4.472;12.мар;116.3;01.авг;27.мар;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703.3
36.41;81;14;0;880;870;45;45;1;17;4;13.85;900;0.801;4.424;12.фев;115.3;01.дек;28.21;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703.5
36.42;81;14;0;840;850;45;45;1;18.май;5;13.85;900;0.781;4.464;12.фев;116;01.июн;21.48;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703.6
36.43;81;14;0;800;800;49;49;1;21.май;6;13.85;900;0.781;4.632;12.июн;121;01.июн;21.48;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703.7
36.44;81;14;0;720;730;56;56;1;17;5;13.85;900;0.801;5.064;13.сен;132.7;01.апр;21.ноя;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;703.9
36.45;81;14;0;680;670;63;63;1;14;5;13.85;900;0.82;6.024;15.июл;158.8;01.фев;24.фев;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;704
36.46;81;14;0;720;740;61;61;1;13;5;13.85;900;0.82;6.552;16;172.3;янв.38;27.66;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;704.2
36.47;81;14;0;720;740;61;61;1;13;5;13.85;900;0.82;6.552;16;172.3;янв.38;27.66;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;704.4
36.48;81;14;0;720;740;61;61;1;13;5;13.85;900;0.82;6.552;16;172.3;янв.38;27.66;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;704.6
36.49;81;14;0;720;740;61;61;1;13;5;13.85;900;0.82;6.552;16;172.3;янв.38;27.66;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705
36.5;81;14.фев;0;1240;1250;46;46;1;17;8;13.85;900;0.801;3.608;12.апр;98.3;янв.34;16.84;8;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705.2
36.51;81;14;0;1360;1370;44;44;1;22;8;13.85;900;0.82;3.232;11.сен;84;янв.26;15.92;7;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705.3
36.52;81;14.апр;0;1440;1430;42;42;1;22;8;13.85;900;0.84;2.848;11.фев;74.2;янв.16;14.56;7;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705.5
36.53;81;14.янв;0;1360;1370;39;39;1;22;8;13.85;900;0.84;2.792;11.июл;72.3;01.авг;13.65;6;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705.6
36.54;81;14;0;1240;1240;37;37;1;22;7;13.85;900;0.84;фев.84;11.янв;72.3;1;14.мар;7;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705.7
36.55;81;14;0;1200;1210;36;36;1;22;7;13.85;900;0.82;2.912;10.авг;74.5;0.98;14.апр;7;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;705.9
36.56;81;14;0;1120;1140;37;37;1;22;7;13.85;900;0.781;3.072;11;78.8;0.98;14.апр;7;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;706
36.57;81;14;0;1080;1090;37;37;1;22;8;13.85;900;0.625;3.136;11.янв;81;0.96;12.май;6;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;706.2
36.58;81;14;0;1080;1090;35;35;1;22;8;13.85;900;0.039;3.216;11.мар;82.8;0.98;дек.28;6;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;706.3
36.59;81;14;0;1040;1040;35;35;1;22;8;13.85;900;0.039;3.296;10.сен;84.5;0.98;дек.28;6;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;706.4
36.6;81;14;0;1040;1020;35;35;1;22;8;13.85;900;0.469;3.336;10.сен;85.5;0.98;дек.28;6;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;706.6
36.61;81;14;0;1000;1020;34;34;1;22;8;13.85;900;0.762;3.296;10.апр;84.5;0.92;11.июн;5;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;янв.33;13.636;фев.19;0.59;706.7
